#####################################################################
# Alchemist log file - simulation started at: 2024-11-26T13:38+0000 #
#####################################################################
#
# seed = 12.0
#
# The columns have the following meaning: 
# time best-value[min] best-value[max] best-value[mean] local-value[min] local-value[max] local-value[mean] path-length[min] path-length[max] path-length[mean] neighbors-size[min] neighbors-size[max] neighbors-size[mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
5.590746559656079E-4 0.297 0.297 0.297 0.297 0.297 0.297 1.00 1.00 1.00 0.00 0.00 0.00
1.0005590746559656 0.00177 0.998 0.135 0.00177 0.998 0.524 1.00 7.00 2.65 0.00 22.0 6.95
2.000559074655966 0.00177 0.0123 0.00298 0.00177 0.998 0.524 1.00 9.00 4.13 1.00 22.0 13.8
3.000559074655966 0.00177 0.00188 0.00177 0.00177 0.998 0.524 1.00 10.0 5.23 1.00 22.0 13.8
4.000559074655966 0.00177 0.00177 0.00177 0.00177 0.998 0.524 1.00 9.00 5.31 1.00 22.0 13.8
5.000559074655966 0.00177 0.00177 0.00177 0.00177 0.998 0.524 1.00 9.00 5.31 1.00 22.0 13.8
6.000559074655966 0.00177 0.00177 0.00177 0.00177 0.998 0.524 1.00 9.00 5.31 1.00 22.0 13.8
7.000559074655966 0.00177 0.00177 0.00177 0.00177 0.998 0.524 1.00 9.00 5.31 1.00 22.0 13.8
8.000559074655966 0.00177 0.00177 0.00177 0.00177 0.998 0.524 1.00 9.00 5.31 1.00 22.0 13.8
9.000559074655966 0.00177 0.00177 0.00177 0.00177 0.998 0.524 1.00 9.00 5.31 1.00 22.0 13.8
10.000559074655966 0.00177 0.00177 0.00177 0.00177 0.998 0.524 1.00 9.00 5.31 1.00 22.0 13.8
#####################################################################
# End of data export. Simulation finished at: 2024-11-26T13:38+0000 #
#####################################################################
