#####################################################################
# Alchemist log file - simulation started at: 2024-11-26T13:38+0000 #
#####################################################################
#
# seed = 2.0
#
# The columns have the following meaning: 
# time best-value[min] best-value[max] best-value[mean] local-value[min] local-value[max] local-value[mean] path-length[min] path-length[max] path-length[mean] neighbors-size[min] neighbors-size[max] neighbors-size[mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0032884513038209384 0.376 0.376 0.376 0.376 0.376 0.376 1.00 1.00 1.00 0.00 0.00 0.00
1.003288451303821 0.00211 0.956 0.115 0.00211 0.999 0.504 1.00 9.00 3.40 0.00 20.0 6.91
2.003288451303821 0.00211 0.129 0.00582 0.00211 0.999 0.504 1.00 10.0 5.59 1.00 24.0 13.7
3.003288451303821 0.00211 0.00472 0.00225 0.00211 0.999 0.504 1.00 11.0 5.95 1.00 24.0 13.7
4.0032884513038205 0.00211 0.00211 0.00211 0.00211 0.999 0.504 1.00 11.0 5.72 1.00 24.0 13.7
5.0032884513038205 0.00211 0.00211 0.00211 0.00211 0.999 0.504 1.00 10.0 5.70 1.00 24.0 13.7
6.0032884513038205 0.00211 0.00211 0.00211 0.00211 0.999 0.504 1.00 10.0 5.70 1.00 24.0 13.7
7.0032884513038205 0.00211 0.00211 0.00211 0.00211 0.999 0.504 1.00 10.0 5.70 1.00 24.0 13.7
8.00328845130382 0.00211 0.00211 0.00211 0.00211 0.999 0.504 1.00 10.0 5.70 1.00 24.0 13.7
9.00328845130382 0.00211 0.00211 0.00211 0.00211 0.999 0.504 1.00 10.0 5.70 1.00 24.0 13.7
10.00328845130382 0.00211 0.00211 0.00211 0.00211 0.999 0.504 1.00 10.0 5.70 1.00 24.0 13.7
#####################################################################
# End of data export. Simulation finished at: 2024-11-26T13:38+0000 #
#####################################################################
