#####################################################################
# Alchemist log file - simulation started at: 2024-11-26T13:38+0000 #
#####################################################################
#
# seed = 15.0
#
# The columns have the following meaning: 
# time best-value[min] best-value[max] best-value[mean] local-value[min] local-value[max] local-value[mean] path-length[min] path-length[max] path-length[mean] neighbors-size[min] neighbors-size[max] neighbors-size[mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.006396435513419618 0.628 0.628 0.628 0.628 0.628 0.628 1.00 1.00 1.00 0.00 0.00 0.00
1.0063964355134196 0.000368 0.933 0.101 0.000368 0.999 0.475 1.00 7.00 2.76 0.00 18.0 6.48
2.0063964355134196 0.000368 0.0576 0.00297 0.000368 0.999 0.475 1.00 10.0 4.71 4.00 23.0 12.9
3.0063964355134196 0.000368 0.00192 0.000476 0.000368 0.999 0.475 1.00 11.0 6.09 4.00 23.0 12.9
4.00639643551342 0.000368 0.000368 0.000368 0.000368 0.999 0.475 1.00 10.0 6.10 4.00 23.0 12.9
5.00639643551342 0.000368 0.000368 0.000368 0.000368 0.999 0.475 1.00 9.00 6.08 4.00 23.0 12.9
6.00639643551342 0.000368 0.000368 0.000368 0.000368 0.999 0.475 1.00 9.00 6.08 4.00 23.0 12.9
7.00639643551342 0.000368 0.000368 0.000368 0.000368 0.999 0.475 1.00 9.00 6.08 4.00 23.0 12.9
8.00639643551342 0.000368 0.000368 0.000368 0.000368 0.999 0.475 1.00 9.00 6.08 4.00 23.0 12.9
9.00639643551342 0.000368 0.000368 0.000368 0.000368 0.999 0.475 1.00 9.00 6.08 4.00 23.0 12.9
10.00639643551342 0.000368 0.000368 0.000368 0.000368 0.999 0.475 1.00 9.00 6.08 4.00 23.0 12.9
#####################################################################
# End of data export. Simulation finished at: 2024-11-26T13:38+0000 #
#####################################################################
